Strain,Stress
0.1292,448.1944584
0.1292,447.8421141
0.1294,447.4810625
0.1296,446.9438388
0.1296,446.7676666
0.1296,446.4153224
0.1298,445.8780986
0.13,445.3408749
0.13,445.3408749
0.13,445.1647027
0.1302,444.4513068
0.1304,444.2664273
0.1304,443.7379109
0.1306,443.5530315
0.1306,443.3768593
0.1308,442.6634634
0.1308,442.134947
0.131,441.7738954
0.131,441.4215512
0.1312,441.4128438
0.1312,441.0604995
0.1314,440.5232758
0.1314,440.3471036
0.1316,439.6337078
0.1316,439.6337078
0.1318,439.2726561
0.1318,438.9203119
0.132,438.3830881
0.1322,438.1982086
0.1322,437.8458644
0.1322,437.4935201
0.1324,436.9562964
0.1326,436.5952447
0.1326,436.0667283
0.1326,436.0667283
0.1328,435.5295046
0.1328,435.3533324
0.133,434.9922808
0.133,434.4637644
0.1332,434.4550571
0.1334,433.7416612
0.1334,433.2131448
0.1336,432.675921
0.1338,432.3148694
0.1338,431.9625252
0.134,431.0729571
0.134,431.0729571
0.1342,430.7119055
0.1342,430.3595612
0.1344,429.9985096
0.1344,429.6461654
0.1346,429.1089416
0.1348,428.74789
0.1348,428.2193736
0.1348,427.8670293
0.135,427.5059777
0.1352,427.1449261
0.1352,426.6164097
0.1352,426.4402376
0.1354,425.9030138
0.1356,425.36579
0.1356,425.0134458
0.1358,424.6523942
0.1358,424.3000499
0.136,423.9389983
0.136,423.4104819
0.1362,423.0494303
0.1362,422.5209139
0.1364,422.1598622
0.1364,421.6313458
0.1366,421.4464664
0.1366,420.7417778
0.1368,420.3807262
0.1368,420.2045541
0.137,419.8435024
0.137,419.3149861
0.1372,418.7777623
0.1372,418.2492459
0.1374,418.2405385
0.1374,417.7120221
0.1376,417.1747984
